id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
309,Voltaren Botol 30ml,Obat Oles Nyeri,75000.0,78,Diclofenac Diethylamine cair,Nyeri otot cair; Gejala: nyeri sendi; diclofenac cair,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Diclofenac Diethylamine cair,Nyeri otot cair; nyeri sendi; diclofenac cair; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kemerahan,2026-12-31,Produk,/medicines/Voltaren Botol 30ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
310,Hot In Cream Botol 120ml,Obat Oles Nyeri,35000.0,288,"Methyl Salicylate, Menthol, Pine Oil",Pegal linu dan masuk angin botol besar; Gejala: pegal parah; capek badan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol, Pine Oil",Pegal linu dan masuk angin botol besar; pegal parah; capek badan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Panas kulit sensitif,2028-12-31,Topikal,/medicines/Hot In Cream Botol 120ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
311,Hot In Cream Tube 60g,Obat Oles Nyeri,22000.0,421,"Methyl Salicylate, Menthol, Pine Oil tube",Pegal linu tube; Gejala: pegal; krim panas,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol, Pine Oil tube",Pegal linu tube; pegal; krim panas; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Panas,2028-12-31,Topikal,/medicines/Hot In Cream Tube 60g.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
312,Hot In Cream Aromatherapy 120ml,Obat Oles Nyeri,38000.0,208,"Methyl Salicylate, Eucalyptus, Lavender",Pegal linu aromaterapi; Gejala: pegal aromaterapi; relaksasi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Eucalyptus, Lavender",Pegal linu aromaterapi; pegal aromaterapi; relaksasi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Panas,2028-03-15,Topikal,/medicines/Hot In Cream Aromatherapy 120ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
313,Hot In Cream Strong 120ml,Obat Oles Nyeri,40000.0,402,"Methyl Salicylate ekstra kuat, Capsaicin",Pegal linu berat dan rematik; Gejala: rematik; pegal berat; capsaicin,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate ekstra kuat, Capsaicin",Pegal linu berat dan rematik; rematik; pegal berat; capsaicin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sangat panas,2029-01-15,Topikal,/medicines/Hot In Cream Strong 120ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
314,Geliga Balsem Otot 10g,Obat Oles Nyeri,8000.0,223,"Methyl Salicylate, Peppermint Oil",Nyeri punggung dan pegal; Gejala: balsem panas; sakit pinggang,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Peppermint Oil",Nyeri punggung dan pegal; balsem panas; sakit pinggang; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Panas lokal,2026-12-31,Gel,/medicines/Geliga Balsem Otot 10g.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
315,Geliga Balsem Otot 20g,Obat Oles Nyeri,14000.0,390,"Methyl Salicylate, Peppermint Oil medium",Nyeri punggung dan pegal; Gejala: balsem; pegal linu,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Peppermint Oil medium",Nyeri punggung dan pegal; balsem; pegal linu; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Panas lokal,2026-12-31,Gel,/medicines/Geliga Balsem Otot 20g.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
316,Geliga Krim 30g,Obat Oles Nyeri,18000.0,366,"Methyl Salicylate, Peppermint Oil cream",Pegal dan nyeri otot cream; Gejala: krim pegal; nyeri punggung,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Peppermint Oil cream",Pegal dan nyeri otot cream; krim pegal; nyeri punggung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Panas,2028-12-31,Gel,/medicines/Geliga Krim 30g.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
317,GPU Minyak Gosok Botol 30ml,Obat Oles Nyeri,12000.0,307,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal minyak gosok; Gejala: minyak urut; keseleo; pijat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal minyak gosok; minyak urut; keseleo; pijat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Iritasi lokal,2028-12-31,Produk,/medicines/GPU Minyak Gosok Botol 30ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
318,GPU Minyak Gosok Botol 60ml,Obat Oles Nyeri,20000.0,182,"Nutmeg Oil, Eucalyptus Oil, Citronella medium",Urut dan pegal medium; Gejala: minyak gosok; pegal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Nutmeg Oil, Eucalyptus Oil, Citronella medium",Urut dan pegal medium; minyak gosok; pegal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi,2027-06-30,Produk,/medicines/GPU Minyak Gosok Botol 60ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
319,GPU Minyak Gosok Botol 100ml,Obat Oles Nyeri,32000.0,389,"Nutmeg Oil, Eucalyptus Oil, Citronella besar",Minyak gosok kemasan besar; Gejala: minyak gosok besar; pijat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Nutmeg Oil, Eucalyptus Oil, Citronella besar",Minyak gosok kemasan besar; minyak gosok besar; pijat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi,2029-01-15,Produk,/medicines/GPU Minyak Gosok Botol 100ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
320,Salonpas Koyo Hijau 10s,Obat Oles Nyeri,9000.0,110,"Methyl Salicylate, Menthol koyo",Koyo pereda nyeri otot standar; Gejala: koyo tempel; salah bantal; pegal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol koyo",Koyo pereda nyeri otot standar; koyo tempel; salah bantal; pegal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kemerahan kulit,2026-12-31,Produk,/medicines/Salonpas Koyo Hijau 10s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
321,Salonpas Koyo Merah Hot 10s,Obat Oles Nyeri,11000.0,210,"Methyl Salicylate, Menthol, Capsicin koyo panas",Koyo pereda nyeri panas; Gejala: koyo panas; nyeri otot,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol, Capsicin koyo panas",Koyo pereda nyeri panas; koyo panas; nyeri otot; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kemerahan, panas",2028-03-15,Produk,/medicines/Salonpas Koyo Merah Hot 10s.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
322,Salonpas Gel 15g,Obat Oles Nyeri,18000.0,138,"Methyl Salicylate, Menthol gel oles",Nyeri otot gel; Gejala: nyeri gel; pegal linu,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol gel oles",Nyeri otot gel; nyeri gel; pegal linu; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2029-01-15,Gel,/medicines/Salonpas Gel 15g.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
323,Salonpas Liniment Cair 50ml,Obat Oles Nyeri,25000.0,109,"Methyl Salicylate, Menthol, Camphor cair",Nyeri otot cair; Gejala: nyeri cair; pegal gosok,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Menthol, Camphor cair",Nyeri otot cair; nyeri cair; pegal gosok; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi,2028-03-15,Produk,/medicines/Salonpas Liniment Cair 50ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
324,Freshcare Roll On Citrus 10ml,Obat Oles Nyeri,15000.0,181,"Menthol, Camphor, Citrus Essential Oil","Pusing, mabuk, kembung perut roll on; Gejala: mabuk darat; pusing; roll on citrus",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Menthol, Camphor, Citrus Essential Oil","Pusing, mabuk, kembung perut roll on; mabuk darat; pusing; roll on citrus; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Iritasi mata,2028-03-15,Produk,/medicines/Freshcare Roll On Citrus 10ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
325,Freshcare Roll On Green Tea 10ml,Obat Oles Nyeri,15000.0,342,"Menthol, Camphor, Green Tea",Pusing dan mabuk roll on hijau; Gejala: mabuk; pusing; green tea,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Menthol, Camphor, Green Tea",Pusing dan mabuk roll on hijau; mabuk; pusing; green tea; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi mata,2028-03-15,Produk,/medicines/Freshcare Roll On Green Tea 10ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
326,Freshcare Roll On Strong 10ml,Obat Oles Nyeri,16000.0,293,"Menthol ekstra kuat, Camphor, Eucalyptus",Pusing berat roll on kuat; Gejala: pusing kuat; minyak angin kuat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Menthol ekstra kuat, Camphor, Eucalyptus",Pusing berat roll on kuat; pusing kuat; minyak angin kuat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Iritasi,2029-01-15,Produk,/medicines/Freshcare Roll On Strong 10ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
327,Freshcare Smash Double Inhaler,Obat Oles Nyeri,22000.0,111,"Menthol, Camphor, Double Chamber","Hidung tersumbat, mabuk, pusing inhaler; Gejala: inhaler pusing; hidung tersumbat; minyak angin",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Menthol, Camphor, Double Chamber","Hidung tersumbat, mabuk, pusing inhaler; inhaler pusing; hidung tersumbat; minyak angin; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Iritasi,2028-12-31,Produk,/medicines/Freshcare Smash Double Inhaler.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
328,Tolak Angin Care Roll On 10ml,Obat Oles Nyeri,16000.0,199,"Peppermint Oil, Ginger Oil, Menthol",Mabuk perjalanan dan masuk angin roll on; Gejala: minyak angin herbal; mabuk darat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Peppermint Oil, Ginger Oil, Menthol",Mabuk perjalanan dan masuk angin roll on; minyak angin herbal; mabuk darat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Produk,/medicines/Tolak Angin Care Roll On 10ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
329,Rheumason Gel,Obat Oles Nyeri,35000.0,396,"Diclofenac, Menthol gel",Nyeri sendi dan otot gel; Gejala: nyeri sendi gel; otot,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Diclofenac, Menthol gel",Nyeri sendi dan otot gel; nyeri sendi gel; otot; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kemerahan,2028-12-31,Gel,https://placehold.co/400x300/f8fafc/f97316?text=Rheumason+Gel,True,"[""otc"",""indonesia"",""chatbot-ready""]"
330,Piroxicam Gel 0.5%,Obat Oles Nyeri,18000.0,305,Piroxicam 0.5%,Nyeri sendi ringan topikal; Gejala: nyeri sendi topikal; rematik ringan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Piroxicam 0.5%,Nyeri sendi ringan topikal; nyeri sendi topikal; rematik ringan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kemerahan lokal,2026-12-31,Gel,https://placehold.co/400x300/f8fafc/f97316?text=Piroxicam+Gel+0.5%,True,"[""otc"",""indonesia"",""chatbot-ready""]"
331,Minyak Tawon,Obat Oles Nyeri,12000.0,498,"Eucalyptus Oil, Clove Oil, Camphor","Pegal linu, masuk angin herbal; Gejala: minyak tawon; pegal herbal",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Eucalyptus Oil, Clove Oil, Camphor","Pegal linu, masuk angin herbal; minyak tawon; pegal herbal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Panas ringan,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/f97316?text=Minyak+Tawon,True,"[""otc"",""indonesia"",""chatbot-ready""]"
332,Kwan Loong Oil,Obat Oles Nyeri,25000.0,101,"Eucalyptus Oil, Menthol, Camphor","Pegal linu, pusing, mabuk minyak gosok; Gejala: minyak gosok pusing; pegal",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Eucalyptus Oil, Menthol, Camphor","Pegal linu, pusing, mabuk minyak gosok; minyak gosok pusing; pegal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Panas, iritasi",2028-03-15,Produk,https://placehold.co/400x300/f8fafc/f97316?text=Kwan+Loong+Oil,True,"[""otc"",""indonesia"",""chatbot-ready""]"
333,Insto Regular 7.5ml,Mata & Telinga,16000.0,180,Tetrahydrozoline HCl 0.05%,Mata merah karena iritasi debu; Gejala: mata merah debu; mata perih; obat tetes mata,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Tetrahydrozoline HCl 0.05%,Mata merah karena iritasi debu; mata merah debu; mata perih; obat tetes mata; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mata kering bila lama,2029-01-15,Produk,/medicines/Insto Regular 7.5ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
334,Insto Dry Eyes 7.5ml,Mata & Telinga,18000.0,231,HPMC 0.3% (Artificial Tears),"Mata kering sindrom, softlens; Gejala: mata kering; softlens; mata lelah",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,HPMC 0.3% (Artificial Tears),"Mata kering sindrom, softlens; mata kering; softlens; mata lelah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Pandangan kabur sementara,2028-03-15,Produk,/medicines/Insto Dry Eyes 7.5ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
335,Insto Cool 7.5ml,Mata & Telinga,18000.0,156,"Tetrahydrozoline, Menthol",Mata merah dengan sensasi sejuk; Gejala: mata merah ngantuk; dingin mata,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Tetrahydrozoline, Menthol",Mata merah dengan sensasi sejuk; mata merah ngantuk; dingin mata; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mata sangat dingin,2028-03-15,Produk,/medicines/Insto Cool 7.5ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
336,Rohto Cool 7ml,Mata & Telinga,18000.0,191,"Naphazoline HCl, Menthol 0.08%",Mata merah dengan rasa dingin khas; Gejala: tetes mata dingin; mata merah ngantuk,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Naphazoline HCl, Menthol 0.08%",Mata merah dengan rasa dingin khas; tetes mata dingin; mata merah ngantuk; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Rasa pedas/dingin kuat,2026-12-31,Produk,/medicines/Rohto Cool 7ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
337,Rohto V-Extra 7ml,Mata & Telinga,25000.0,158,"Naphazoline, Menthol, Vitamin B6, E",Mata merah lelah dengan vitamin; Gejala: mata lelah; tetes vitamin mata,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Naphazoline, Menthol, Vitamin B6, E",Mata merah lelah dengan vitamin; mata lelah; tetes vitamin mata; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Rasa dingin kuat,2026-12-31,Produk,/medicines/Rohto V-Extra 7ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
338,Rohto C-Cube 7ml,Mata & Telinga,35000.0,247,"Vitamin C, B6, E + Menthol",Mata merah dan nutrisi mata; Gejala: mata premium; vitamin c mata,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C, B6, E + Menthol",Mata merah dan nutrisi mata; mata premium; vitamin c mata; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Rasa dingin,2028-03-15,Produk,/medicines/Rohto C-Cube 7ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
339,Cendo Xitrol Minidose 5x0.6ml,Mata & Telinga,35000.0,139,"Dexamethasone, Neomycin, Polymyxin B",Radang mata bakteri (Perlu pengawasan); Gejala: mata belekan parah; radang mata; bintitan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Dexamethasone, Neomycin, Polymyxin B",Radang mata bakteri (Perlu pengawasan); mata belekan parah; radang mata; bintitan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Pandangan kabur, tekanan bola mata",2029-01-15,Produk,/medicines/Cendo Xitrol Minidose 5x0.6ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
340,Cendo Lyteers Minidose 5x0.6ml,Mata & Telinga,28000.0,467,"NaCl, KCl, CaCl2 (Artificial Tears)",Mata kering minidose steril; Gejala: mata kering softlens; minidose steril,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"NaCl, KCl, CaCl2 (Artificial Tears)",Mata kering minidose steril; mata kering softlens; minidose steril; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Pandangan kabur sementara,2029-01-15,Produk,/medicines/Cendo Lyteers Minidose 5x0.6ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
341,Cendo Fenicol Salep Mata,Mata & Telinga,25000.0,351,Chloramphenicol 1% salep mata,"Belekan bakteri, bintitan; Gejala: belekan kuning; bintitan; salep mata",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Chloramphenicol 1% salep mata,"Belekan bakteri, bintitan; belekan kuning; bintitan; salep mata; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Pandangan kabur,2026-12-31,Salep,/medicines/Cendo Fenicol Salep Mata.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
342,Cendo Cenfresh Minidose,Mata & Telinga,30000.0,303,"HPMC, Sodium Hyaluronate artificial tears",Mata kering premium minidose; Gejala: mata kering premium; sodium hyaluronate,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"HPMC, Sodium Hyaluronate artificial tears",Mata kering premium minidose; mata kering premium; sodium hyaluronate; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Pandangan kabur,2027-06-30,Produk,/medicines/Cendo Cenfresh Minidose.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
343,Visine Original 6ml,Mata & Telinga,18000.0,176,Tetrahydrozoline HCl 0.05%,"Mata merah iritasi asap, polusi; Gejala: mata iritasi asap; polusi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Tetrahydrozoline HCl 0.05%,"Mata merah iritasi asap, polusi; mata iritasi asap; polusi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Mata kering,2028-12-31,Produk,/medicines/Visine Original 6ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
344,Visine Tears 6ml,Mata & Telinga,22000.0,303,"PEG 400 1%, PG 0.6% artificial tears",Mata kering dan lelah; Gejala: mata kering; mata lelah layar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"PEG 400 1%, PG 0.6% artificial tears",Mata kering dan lelah; mata kering; mata lelah layar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Pandangan kabur,2026-12-31,Produk,/medicines/Visine Tears 6ml.webp,True,"[""otc"",""indonesia"",""chatbot-ready""]"
